  -2.5019536e+00  -1.3112183e-01   1.0437796e-04
  -2.5170539e+00  -1.3191321e-01   1.9202499e-07
  -2.4973805e+00  -1.3088217e-01   3.8104361e-02
  -2.5122523e+00  -1.3166157e-01   3.9899007e-02
  -2.4925789e+00  -1.3063053e-01   7.8003176e-02
  -2.5074508e+00  -1.3140993e-01   7.9797823e-02
  -2.4877774e+00  -1.3037889e-01   1.1790199e-01
  -2.5026492e+00  -1.3115829e-01   1.1969664e-01
  -2.4829758e+00  -1.3012725e-01   1.5780081e-01
  -2.4978477e+00  -1.3090665e-01   1.5959545e-01
  -2.4781743e+00  -1.2987561e-01   1.9769962e-01
  -2.4930461e+00  -1.3065501e-01   1.9949427e-01
  -2.4733727e+00  -1.2962397e-01   2.3759844e-01
  -2.4882446e+00  -1.3040337e-01   2.3939308e-01
  -2.4685712e+00  -1.2937233e-01   2.7749725e-01
  -2.4834430e+00  -1.3015173e-01   2.7929190e-01
  -2.4637696e+00  -1.2912069e-01   3.1739607e-01
  -2.4786415e+00  -1.2990009e-01   3.1919071e-01
  -2.4591940e+00  -1.2888090e-01   3.5541629e-01
  -2.4738398e+00  -1.2964845e-01   3.5908953e-01
  -2.4437497e+00  -1.2807150e-01   3.9518414e-01
  -2.4577107e+00  -1.2880316e-01   4.0062091e-01
  -2.4276206e+00  -1.2722620e-01   4.3671552e-01
  -2.4415814e+00  -1.2795786e-01   4.4215229e-01
  -2.4114913e+00  -1.2638090e-01   4.7824690e-01
  -2.4254522e+00  -1.2711257e-01   4.8368367e-01
  -2.3953621e+00  -1.2553561e-01   5.1977828e-01
  -2.4093230e+00  -1.2626727e-01   5.2521505e-01
  -2.3792330e+00  -1.2469032e-01   5.6130966e-01
  -2.3931938e+00  -1.2542197e-01   5.6674643e-01
  -2.3631037e+00  -1.2384502e-01   6.0284104e-01
  -2.3770646e+00  -1.2457668e-01   6.0827781e-01
  -2.3469745e+00  -1.2299972e-01   6.4437242e-01
  -2.3609354e+00  -1.2373138e-01   6.4980919e-01
  -2.3314842e+00  -1.2218791e-01   6.8425873e-01
  -2.3448062e+00  -1.2288609e-01   6.9134057e-01
  -2.3085246e+00  -1.2098465e-01   7.1749503e-01
  -2.3208438e+00  -1.2163027e-01   7.2602850e-01
  -2.2845623e+00  -1.1972884e-01   7.5218295e-01
  -2.2968815e+00  -1.2037446e-01   7.6071643e-01
  -2.2605999e+00  -1.1847302e-01   7.8687088e-01
  -2.2729191e+00  -1.1911864e-01   7.9540435e-01
  -2.2366375e+00  -1.1721720e-01   8.2155881e-01
  -2.2489568e+00  -1.1786283e-01   8.3009228e-01
  -2.2126751e+00  -1.1596139e-01   8.5624674e-01
  -2.2249943e+00  -1.1660701e-01   8.6478021e-01
  -2.1887127e+00  -1.1470557e-01   8.9093466e-01
  -2.2010319e+00  -1.1535120e-01   8.9946814e-01
  -2.1647503e+00  -1.1344976e-01   9.2562259e-01
  -2.1770696e+00  -1.1409538e-01   9.3415606e-01
  -2.1416997e+00  -1.1224172e-01   9.5899072e-01
  -2.1531072e+00  -1.1283957e-01   9.6884399e-01
  -2.1104347e+00  -1.1060319e-01   9.8830179e-01
  -2.1206723e+00  -1.1113973e-01   9.9925185e-01
  -2.0779998e+00  -1.0890335e-01   1.0187097e+00
  -2.0882373e+00  -1.0943988e-01   1.0296597e+00
  -2.0455649e+00  -1.0720351e-01   1.0491175e+00
  -2.0558024e+00  -1.0774004e-01   1.0600676e+00
  -2.0131299e+00  -1.0550367e-01   1.0795254e+00
  -2.0233675e+00  -1.0604020e-01   1.0904754e+00
  -1.9806950e+00  -1.0380383e-01   1.1099332e+00
  -1.9909326e+00  -1.0434036e-01   1.1208833e+00
  -1.9482601e+00  -1.0210399e-01   1.1403411e+00
  -1.9584977e+00  -1.0264051e-01   1.1512911e+00
  -1.9173417e+00  -1.0048362e-01   1.1693272e+00
  -1.9260628e+00  -1.0094067e-01   1.1816990e+00
  -1.8782033e+00  -9.8432462e-02   1.1895747e+00
  -1.8850786e+00  -9.8792784e-02   1.2029013e+00
  -1.8372192e+00  -9.6284578e-02   1.2107770e+00
  -1.8440946e+00  -9.6644901e-02   1.2241037e+00
  -1.7962350e+00  -9.4136690e-02   1.2319794e+00
  -1.8031105e+00  -9.4497018e-02   1.2453060e+00
  -1.7552510e+00  -9.1988806e-02   1.2531817e+00
  -1.7621263e+00  -9.2349129e-02   1.2665083e+00
  -1.7142668e+00  -8.9840918e-02   1.2743840e+00
  -1.7211422e+00  -9.0201240e-02   1.2877107e+00
  -1.6761229e+00  -8.7841878e-02   1.2941171e+00
  -1.6801581e+00  -8.8053357e-02   1.3089130e+00
  -1.6393035e+00  -8.5912256e-02   1.2961970e+00
  -1.6401471e+00  -8.5956470e-02   1.3111732e+00
